Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
155,Bryte (experimental),Sacramento Valley,3/6/2017,065,,N,0.40, ,87, ,0.8, ,12.9, ,5.2, ,8.5, ,87, ,56, ,72, ,3.7, ,1.2, ,102.1, ,9.1, 
155,Bryte (experimental),Sacramento Valley,3/7/2017,066,,N,0.00, ,109, ,0.9, ,14.5, ,3.4, ,9.1, ,94, ,52, ,75, ,4.8, ,0.6, ,55.6, ,9.9, 
155,Bryte (experimental),Sacramento Valley,3/8/2017,067,,N,0.00, ,183, ,1.0, ,18.4, ,6.6, ,12.1, ,94, ,51, ,73, ,7.4, ,1.0, ,83.3, ,11.7, 
155,Bryte (experimental),Sacramento Valley,3/9/2017,068,,N,0.00, ,182, ,1.2, ,21.2, ,7.5, ,14.5, ,96, ,53, ,74, ,9.9, ,0.6, ,48.0, ,14.1, 
155,Bryte (experimental),Sacramento Valley,3/10/2017,069,,N,0.00, ,102, ,1.4, ,21.0, ,11.0, ,15.4, ,92, ,57, ,79, ,11.7, ,0.7, ,56.9, ,14.9, 
155,Bryte (experimental),Sacramento Valley,3/11/2017,070,,N,0.00, ,180, ,1.3, ,24.4, ,9.0, ,15.8, ,96, ,43, ,72, ,10.7, ,0.7, ,60.3, ,15.6, 
155,Bryte (experimental),Sacramento Valley,3/12/2017,071,,N,0.00, ,200, ,1.1, ,23.6, ,10.7, ,16.5, ,93, ,27, ,60, ,8.8, ,1.1, ,91.8, ,16.6, 
155,Bryte (experimental),Sacramento Valley,3/13/2017,072,,N,0.00, ,198, ,1.1, ,23.3, ,8.8, ,15.9, ,89, ,42, ,64, ,9.0, ,0.7, ,57.7, ,17.1, 
155,Bryte (experimental),Sacramento Valley,3/14/2017,073,,N,0.00, ,193, ,1.4, ,24.6, ,10.2, ,17.1, ,92, ,49, ,70, ,11.5, ,0.7, ,62.0, ,18.0, 
155,Bryte (experimental),Sacramento Valley,3/15/2017,074,,N,0.00, ,126, ,1.3, ,21.6, ,12.2, ,16.8, ,85, ,47, ,67, ,10.7, ,1.2, ,103.5, ,18.2, 
155,Bryte (experimental),Sacramento Valley,3/16/2017,075,,N,0.00, ,186, ,1.3, ,22.2, ,11.1, ,16.0, ,94, ,48, ,72, ,10.9, ,0.8, ,67.6, ,18.3, 
155,Bryte (experimental),Sacramento Valley,3/17/2017,076,,N,0.00, ,207, ,1.2, ,23.7, ,9.0, ,16.2, ,91, ,27, ,62, ,9.1, ,0.6, ,52.2, ,19.1, 
155,Bryte (experimental),Sacramento Valley,3/18/2017,077,,N,0.00, ,70, ,1.0, ,20.2, ,13.6,Y,16.2, ,81, ,35, ,57, ,7.5, ,0.9, ,79.6, ,17.6, 
155,Bryte (experimental),Sacramento Valley,3/19/2017,078,,N,0.00, ,140, ,1.3, ,21.7, ,12.3, ,16.4, ,88, ,53, ,70, ,11.0, ,0.9, ,73.6, ,18.1, 
155,Bryte (experimental),Sacramento Valley,3/20/2017,079,,N,11.70, ,100, ,1.2, ,19.7, ,12.2, ,14.8, ,95, ,49, ,74, ,10.2, ,1.1, ,98.8, ,17.1, 
155,Bryte (experimental),Sacramento Valley,3/21/2017,080,,N,9.20, ,162, ,1.3, ,19.7, ,12.5, ,15.4, ,95, ,48, ,74, ,10.7, ,1.7, ,149.9, ,16.1, 
155,Bryte (experimental),Sacramento Valley,3/22/2017,081,,N,19.60, ,137, ,1.1, ,17.4, ,7.9, ,12.3, ,97, ,50, ,77, ,8.5, ,1.3, ,112.8, ,14.8, 
155,Bryte (experimental),Sacramento Valley,3/23/2017,082,,N,0.00, ,205, ,1.0, ,17.6, ,5.9, ,11.5, ,97, ,41, ,72, ,6.7, ,1.0, ,85.7, ,14.2, 
155,Bryte (experimental),Sacramento Valley,3/24/2017,083,,N,6.80, ,41, ,1.1, ,13.1, ,10.5, ,11.8, ,91, ,73, ,82, ,8.9, ,1.3, ,108.0, ,13.1, 
155,Bryte (experimental),Sacramento Valley,3/25/2017,084,,N,0.00, ,161, ,1.1, ,17.6, ,10.0, ,13.0, ,93, ,55, ,75, ,8.8, ,0.9, ,79.2, ,14.6, 
155,Bryte (experimental),Sacramento Valley,3/26/2017,085,,N,2.10, ,136, ,1.1, ,18.1, ,9.1, ,13.0, ,93, ,48, ,74, ,8.4, ,1.2, ,107.0, ,14.3, 
155,Bryte (experimental),Sacramento Valley,3/27/2017,086,,N,0.00, ,196, ,1.0, ,17.5, ,8.5, ,12.9, ,95, ,39, ,67, ,6.8, ,1.4, ,120.2, ,14.3, 
155,Bryte (experimental),Sacramento Valley,3/28/2017,087,,N,0.00, ,227, ,0.9, ,21.7, ,10.3, ,16.0, ,69, ,35, ,50, ,5.4, ,2.5, ,212.4, ,15.2, 
155,Bryte (experimental),Sacramento Valley,3/29/2017,088,,N,0.00, ,219, ,1.2, ,24.4, ,9.4, ,16.6, ,84, ,41, ,62, ,9.2, ,0.8, ,68.9, ,17.7, 
155,Bryte (experimental),Sacramento Valley,3/30/2017,089,,N,0.10, ,235, ,0.8, ,18.8, ,11.7, ,15.2, ,84, ,28, ,47, ,4.1, ,2.6, ,224.6, ,17.9, 
155,Bryte (experimental),Sacramento Valley,3/31/2017,090,,N,0.00, ,239, ,0.7, ,21.7, ,9.8, ,15.4, ,51, ,26, ,39, ,1.6, ,2.8,Y,244.9,Y,16.7, 
155,Bryte (experimental),Sacramento Valley,4/1/2017,091,,N,0.00, ,233, ,0.9, ,25.6, ,9.9, ,17.4, ,63, ,28, ,47, ,5.9, ,0.9, ,75.9, ,18.9, 
155,Bryte (experimental),Sacramento Valley,4/2/2017,092,,N,0.00, ,234, ,1.1, ,26.3, ,10.7, ,18.2, ,86, ,24, ,51, ,7.8, ,1.0, ,85.5, ,20.7, 
155,Bryte (experimental),Sacramento Valley,4/3/2017,093,,N,0.00, ,249, ,0.7, ,23.0, ,10.7, ,16.5, ,64, ,16, ,36, ,1.4, ,1.3, ,112.0, ,20.2, 
155,Bryte (experimental),Sacramento Valley,4/4/2017,094,,N,0.00, ,209, ,1.0, ,25.0, ,11.9, ,17.3, ,73, ,31, ,52, ,7.2, ,0.8, ,65.8, ,20.7, 
155,Bryte (experimental),Sacramento Valley,4/5/2017,095,,N,0.00, ,175, ,0.8, ,24.1, ,12.6, ,18.0, ,59, ,24, ,38, ,3.4, ,0.9, ,74.8, ,20.9, 
155,Bryte (experimental),Sacramento Valley,4/6/2017,096,,N,26.00, ,61, ,1.0, ,16.5, ,9.9, ,13.3, ,97, ,37, ,64, ,6.7, ,1.1, ,90.8, ,17.9, 
155,Bryte (experimental),Sacramento Valley,4/7/2017,097,,N,16.80, ,82, ,1.2, ,16.8, ,8.2, ,12.2, ,97, ,73, ,86, ,10.0, ,1.6, ,133.9, ,14.6, 
155,Bryte (experimental),Sacramento Valley,4/8/2017,098,,N,1.80,H,159, ,0.9, ,14.0, ,6.0, ,9.7, ,96, ,57, ,78, ,6.0, ,0.8, ,73.4, ,14.2, 
155,Bryte (experimental),Sacramento Valley,4/9/2017,099,,N,0.50, ,235, ,0.9, ,16.5, ,4.5, ,10.6, ,95, ,37, ,67, ,4.7, ,0.7, ,61.9, ,14.9, 
155,Bryte (experimental),Sacramento Valley,4/10/2017,100,,N,0.30, ,244, ,1.0, ,19.0, ,6.3, ,13.3, ,83, ,43, ,65, ,6.9, ,0.8, ,66.0, ,16.3, 
155,Bryte (experimental),Sacramento Valley,4/11/2017,101,,N,0.10, ,103, ,1.2, ,20.8, ,12.4, ,15.4, ,86, ,43, ,68, ,9.5, ,1.0, ,82.1, ,16.8, 
155,Bryte (experimental),Sacramento Valley,4/12/2017,102,,N,0.20, ,146, ,1.2, ,19.4, ,11.3, ,14.8, ,92, ,54, ,74, ,10.2, ,1.3, ,109.2, ,16.8, 
155,Bryte (experimental),Sacramento Valley,4/13/2017,103,,N,0.10, ,173, ,1.0, ,17.3, ,8.4, ,12.5, ,93, ,49, ,70, ,7.2, ,1.3, ,112.2, ,15.7, 
155,Bryte (experimental),Sacramento Valley,4/14/2017,104,,N,0.10, ,268, ,0.8, ,16.8, ,5.1, ,11.4, ,94, ,31, ,56, ,2.9, ,1.0, ,87.6, ,15.3, 
155,Bryte (experimental),Sacramento Valley,4/15/2017,105,,N,0.10, ,238, ,0.9, ,19.6, ,5.9, ,13.1, ,83, ,36, ,58, ,5.0, ,0.6, ,51.0, ,16.8, 
155,Bryte (experimental),Sacramento Valley,4/16/2017,106,,N,0.10, ,57, ,1.2, ,15.7, ,9.9, ,12.2, ,95, ,63, ,82, ,9.3, ,0.8, ,71.0, ,15.2, 
155,Bryte (experimental),Sacramento Valley,4/17/2017,107,,N,0.10, ,52, ,1.4, ,16.2, ,11.8, ,13.6, ,97, ,79, ,92, ,12.3, ,0.5, ,44.6, ,14.8, 
155,Bryte (experimental),Sacramento Valley,4/18/2017,108,,N,0.10, ,253, ,1.3, ,20.8, ,11.0, ,15.4, ,95, ,46, ,71, ,10.3, ,0.9, ,81.2, ,17.5, 
155,Bryte (experimental),Sacramento Valley,4/19/2017,109,,N,0.10, ,244, ,1.1, ,20.8, ,8.4, ,15.0, ,95, ,45, ,67, ,8.9, ,1.1, ,91.4, ,17.7, 
155,Bryte (experimental),Sacramento Valley,4/20/2017,110,,N,0.10, ,282, ,1.1, ,20.2, ,11.7, ,15.6, ,96, ,32, ,61, ,8.2, ,0.8, ,68.6, ,19.2, 
155,Bryte (experimental),Sacramento Valley,4/21/2017,111,,N,0.00, ,284, ,1.0, ,25.4, ,9.9, ,17.0, ,81, ,25, ,52, ,7.1, ,0.9, ,75.0, ,20.2, 
155,Bryte (experimental),Sacramento Valley,4/22/2017,112,,N,0.10, ,172, ,1.1, ,22.3, ,11.0, ,16.2, ,81, ,40, ,60, ,8.5, ,1.1, ,90.8, ,19.9, 
155,Bryte (experimental),Sacramento Valley,4/23/2017,113,,N,0.00, ,282, ,1.1, ,22.8, ,10.0, ,15.1, ,85, ,40, ,65, ,8.7, ,1.2, ,100.5, ,20.8, 
155,Bryte (experimental),Sacramento Valley,4/24/2017,114,,N,0.00, ,166, ,1.2, ,20.3, ,11.9, ,14.9, ,79, ,56, ,69, ,9.2, ,1.3, ,109.1, ,20.1, 
155,Bryte (experimental),Sacramento Valley,4/25/2017,115,,N,0.00, ,244, ,1.2, ,21.6, ,10.5, ,15.7, ,86, ,36, ,66, ,9.3, ,0.9, ,75.8, ,21.3, 
155,Bryte (experimental),Sacramento Valley,4/26/2017,116,,N,0.00, ,191, ,1.4, ,22.2, ,12.8, ,16.4, ,89, ,58, ,76, ,12.1, ,1.4, ,119.5, ,21.9, 
155,Bryte (experimental),Sacramento Valley,4/27/2017,117,,N,0.00, ,280, ,1.1, ,23.2, ,12.1, ,17.0, ,93, ,22, ,56, ,8.2, ,1.0, ,83.7, ,23.2, 
155,Bryte (experimental),Sacramento Valley,4/28/2017,118,,N,0.00, ,303, ,0.7, ,22.7, ,11.4, ,16.6, ,58, ,22, ,38, ,2.1, ,2.0, ,174.4, ,23.4, 
155,Bryte (experimental),Sacramento Valley,4/29/2017,119,,N,0.00, ,305, ,0.8, ,27.8, ,8.3, ,18.1, ,69, ,16, ,38, ,3.5, ,1.0, ,85.7, ,24.9, 
155,Bryte (experimental),Sacramento Valley,4/30/2017,120,,N,0.00, ,297, ,1.2, ,28.7, ,11.1, ,20.0, ,79, ,28, ,50, ,9.1, ,0.6, ,53.0, ,27.9, 
155,Bryte (experimental),Sacramento Valley,5/1/2017,121,,N,0.00, ,298, ,1.1, ,30.8, ,14.3, ,22.6, ,80, ,23, ,42, ,9.0, ,1.3, ,115.3, ,29.2, 
155,Bryte (experimental),Sacramento Valley,5/2/2017,122,,N,0.00, ,291, ,1.3, ,31.8, ,18.0,Y,24.8,Y,56, ,28, ,42,Y,11.1,Y,1.3, ,113.4, ,30.7,Y
155,Bryte (experimental),Sacramento Valley,5/3/2017,123,,N,0.00, ,291, ,1.6,Y,34.7, ,17.0,Y,25.4,Y,72, ,27, ,49,Y,13.8,Y,0.5, ,47.3, ,32.3,Y
155,Bryte (experimental),Sacramento Valley,5/4/2017,124,,N,0.00, ,273, ,1.6,Y,32.7, ,13.4, ,23.6, ,80, ,31, ,54,Y,13.9,Y,1.3, ,109.3, ,31.9,Y
155,Bryte (experimental),Sacramento Valley,5/5/2017,125,,N,0.00, ,278, ,1.3, ,27.5, ,11.7, ,17.8, ,88, ,39, ,62, ,10.5, ,1.6, ,139.4, ,28.7, 
155,Bryte (experimental),Sacramento Valley,5/6/2017,126,,N,0.00, ,201, ,1.0, ,20.8, ,9.6, ,15.0, ,74, ,42, ,59, ,7.1, ,0.9, ,79.3, ,25.9, 
155,Bryte (experimental),Sacramento Valley,5/7/2017,127,,N,0.00, ,288, ,1.0, ,24.2, ,14.0, ,18.8, ,53, ,39, ,45, ,6.6, ,1.2, ,101.9, ,27.0, 
155,Bryte (experimental),Sacramento Valley,5/8/2017,128,,N,0.00, ,291, ,1.1, ,29.4, ,12.7, ,20.3, ,76, ,25, ,48, ,9.0, ,0.8, ,66.1, ,28.6, 
155,Bryte (experimental),Sacramento Valley,5/9/2017,129,,N,0.00, ,293, ,1.3, ,32.4, ,13.1, ,21.9, ,78, ,27, ,48, ,10.5, ,0.8, ,73.4, ,29.9, 
155,Bryte (experimental),Sacramento Valley,5/10/2017,130,,N,0.00, ,284, ,1.1, ,21.5, ,11.0, ,15.8, ,79, ,49, ,64, ,9.0, ,2.4,Y,209.3,Y,27.3, 
155,Bryte (experimental),Sacramento Valley,5/11/2017,131,,N,0.00, ,288, ,1.2, ,23.6, ,10.6, ,16.3, ,83, ,45, ,63, ,9.3, ,1.5, ,126.1, ,26.1, 
155,Bryte (experimental),Sacramento Valley,5/12/2017,132,,N,0.00, ,289, ,0.8, ,22.2, ,9.7, ,15.2, ,73, ,24, ,45, ,3.4, ,1.1, ,99.3, ,26.6, 
155,Bryte (experimental),Sacramento Valley,5/13/2017,133,,N,0.00, ,303, ,0.8, ,22.4, ,8.3, ,14.6, ,77, ,21, ,46, ,3.2, ,1.0, ,89.2, ,26.3, 
155,Bryte (experimental),Sacramento Valley,5/14/2017,134,,N,0.00, ,295, ,0.9, ,23.5, ,8.6, ,15.4, ,84, ,28, ,53, ,5.8, ,0.9, ,74.2, ,26.7, 
155,Bryte (experimental),Sacramento Valley,5/15/2017,135,,N,0.00, ,300, ,1.0, ,25.8, ,8.8, ,16.5, ,85, ,26, ,54, ,7.2, ,1.2, ,106.7, ,27.2, 
155,Bryte (experimental),Sacramento Valley,5/16/2017,136,,N,0.00, ,133, ,1.1, ,19.7, ,10.5, ,14.6, ,79, ,50, ,65, ,8.2, ,1.7, ,147.4, ,23.6, 
155,Bryte (experimental),Sacramento Valley,5/17/2017,137,,N,0.00, ,304, ,0.9, ,23.8, ,9.1, ,16.5, ,92, ,21, ,48, ,5.6, ,0.9, ,77.0, ,25.0, 
155,Bryte (experimental),Sacramento Valley,5/18/2017,138,,N,0.00, ,305, ,0.9, ,28.6, ,10.4, ,20.0, ,78, ,18, ,39, ,5.6, ,1.1, ,91.1, ,27.1, 
155,Bryte (experimental),Sacramento Valley,5/19/2017,139,,N,0.00, ,304, ,1.1, ,32.0, ,12.9, ,22.8, ,69, ,19, ,39, ,8.0, ,0.5, ,44.6, ,29.8, 
155,Bryte (experimental),Sacramento Valley,5/20/2017,140,,N,0.00, ,297, ,1.3, ,34.3, ,15.2, ,24.5, ,70, ,24, ,41, ,10.4, ,0.6, ,51.5, ,31.8, 
155,Bryte (experimental),Sacramento Valley,5/21/2017,141,,N,0.00, ,293, ,1.3, ,35.3, ,15.8, ,25.7, ,68, ,25, ,40, ,11.2, ,0.6, ,50.2, ,33.6,Y
155,Bryte (experimental),Sacramento Valley,5/22/2017,142,,N,0.00, ,292, ,1.4, ,36.3, ,16.6, ,26.4, ,68, ,22, ,41, ,12.2, ,0.7, ,58.9, ,34.7,Y
155,Bryte (experimental),Sacramento Valley,5/23/2017,143,,N,0.00, ,292, ,1.5, ,36.6, ,16.2, ,24.6, ,70, ,27, ,48, ,12.9, ,0.9, ,79.9, ,35.3,Y
155,Bryte (experimental),Sacramento Valley,5/24/2017,144,,N,0.00, ,238, ,1.3, ,26.3, ,12.8, ,18.3, ,78, ,45, ,62, ,10.8, ,1.9, ,161.2, ,31.5, 
155,Bryte (experimental),Sacramento Valley,5/25/2017,145,,N,0.00, ,257, ,1.2, ,22.4, ,12.1, ,16.4, ,82, ,46, ,63, ,9.3, ,1.8, ,159.1, ,28.8, 
155,Bryte (experimental),Sacramento Valley,5/26/2017,146,,N,0.00, ,247, ,1.1, ,22.2, ,11.8, ,16.6, ,76, ,48, ,61, ,8.9, ,1.3, ,115.8, ,28.7, 
155,Bryte (experimental),Sacramento Valley,5/27/2017,147,,N,0.00, ,292, ,1.2, ,27.0, ,11.2, ,18.5, ,80, ,40, ,58, ,10.0, ,1.1, ,97.5, ,29.1, 
155,Bryte (experimental),Sacramento Valley,5/28/2017,148,,N,0.00, ,290, ,1.4, ,30.1, ,12.4, ,20.0, ,85, ,40, ,61, ,12.2, ,1.1, ,93.6, ,30.4, 
155,Bryte (experimental),Sacramento Valley,5/29/2017,149,,N,0.00, ,260, ,1.4, ,28.9, ,12.6, ,19.4, ,85, ,44, ,63, ,12.2, ,1.3, ,111.6, ,30.0, 
155,Bryte (experimental),Sacramento Valley,5/30/2017,150,,N,0.00, ,236, ,1.3, ,26.1, ,11.6, ,18.1, ,87, ,45, ,62, ,10.6, ,1.5, ,130.1, ,28.5, 
155,Bryte (experimental),Sacramento Valley,5/31/2017,151,,N,1.60, ,266, ,1.4, ,27.6, ,13.0, ,18.9, ,91, ,41, ,66, ,12.5, ,1.0, ,85.1, ,28.8, 
155,Bryte (experimental),Sacramento Valley,6/1/2017,152,,N,0.00, ,299, ,1.4, ,29.7, ,14.3, ,21.0, ,84, ,37, ,58, ,12.3, ,1.1, ,94.7, ,30.6, 
155,Bryte (experimental),Sacramento Valley,6/2/2017,153,,N,0.00, ,304, ,1.4, ,33.1, ,14.5, ,22.8, ,79, ,26, ,51, ,12.1, ,0.9, ,77.2, ,32.2, 
155,Bryte (experimental),Sacramento Valley,6/3/2017,154,,N,0.00, ,250, ,1.3, ,32.3, ,15.6, ,22.1, ,74, ,27, ,50, ,11.3, ,1.0, ,89.9, ,32.2, 
155,Bryte (experimental),Sacramento Valley,6/4/2017,155,,N,0.00, ,306, ,1.2, ,31.8, ,13.8, ,21.5, ,74, ,24, ,46, ,9.3, ,1.3, ,115.6, ,31.8, 
155,Bryte (experimental),Sacramento Valley,6/5/2017,156,,N,0.00, ,303, ,1.2, ,33.7, ,12.7, ,22.6, ,80, ,24, ,45, ,10.1, ,0.7, ,63.6, ,32.6, 
155,Bryte (experimental),Sacramento Valley,6/6/2017,157,,N,0.00, ,304, ,1.2, ,33.2, ,14.6, ,22.7, ,69, ,23, ,44, ,9.9, ,1.2, ,101.6, ,33.5, 
155,Bryte (experimental),Sacramento Valley,6/7/2017,158,,N,0.00, ,212, ,1.3, ,28.3, ,13.8, ,19.2, ,75, ,39, ,57, ,10.5, ,1.5, ,132.1, ,31.2, 
155,Bryte (experimental),Sacramento Valley,6/8/2017,159,,N,2.60, ,174, ,1.3, ,21.6, ,11.6, ,16.9, ,87, ,54, ,69, ,11.2, ,0.9, ,80.7, ,27.9, 
155,Bryte (experimental),Sacramento Valley,6/9/2017,160,,N,0.00, ,236, ,1.4, ,25.2, ,12.5, ,18.9, ,89, ,38, ,63, ,11.7, ,1.2, ,103.2, ,29.2, 
155,Bryte (experimental),Sacramento Valley,6/10/2017,161,,N,0.00, ,291, ,1.0, ,25.9, ,10.2, ,17.4, ,78, ,28, ,50, ,6.7, ,1.0, ,83.4, ,28.8, 
155,Bryte (experimental),Sacramento Valley,6/11/2017,162,,N,0.00, ,216, ,1.0, ,20.3,Y,9.8, ,14.3,Y,79, ,35, ,59,Y,6.3,Y,1.0, ,85.4, ,27.4, 
155,Bryte (experimental),Sacramento Valley,6/12/2017,163,,N,0.00, ,271, ,1.1, ,24.4, ,10.3, ,17.1, ,81, ,36, ,56, ,8.3, ,1.0, ,87.1, ,27.5, 
155,Bryte (experimental),Sacramento Valley,6/13/2017,164,,N,0.00, ,302, ,1.2, ,28.8, ,11.8, ,20.3, ,84, ,31, ,52, ,10.0, ,0.7, ,64.5, ,30.3, 
155,Bryte (experimental),Sacramento Valley,6/14/2017,165,,N,0.00, ,305, ,1.3, ,33.3, ,14.4, ,23.1, ,76, ,29, ,47, ,11.2, ,0.8, ,70.8, ,32.5, 
155,Bryte (experimental),Sacramento Valley,6/15/2017,166,,N,0.00, ,300, ,1.4, ,33.7, ,15.2, ,24.7, ,67, ,24, ,44, ,11.7, ,0.8, ,67.2, ,33.9, 
155,Bryte (experimental),Sacramento Valley,6/16/2017,167,,N,0.00, ,298, ,1.8,Y,37.2, ,20.3,Y,28.2, ,73, ,30, ,48,Y,16.1,Y,0.8, ,69.9, ,36.8,Y
155,Bryte (experimental),Sacramento Valley,6/17/2017,168,,N,0.00, ,300, ,1.7,Y,36.5, ,22.1,R,29.2,Y,69, ,25, ,43,Y,15.4,Y,1.0, ,88.6, ,38.5,R
155,Bryte (experimental),Sacramento Valley,6/18/2017,169,,N,0.00, ,297, ,1.8,Y,40.5, ,22.7,R,31.7,Y,56,H,27,H,39,Y,16.2,Y,0.6, ,50.5, ,,S
155,Bryte (experimental),Sacramento Valley,6/19/2017,170,,N,0.00, ,295, ,1.8,R,41.5,Y,,S,31.2,Y,50,H,27,H,,R,,I,0.9, ,81.0, ,,S
155,Bryte (experimental),Sacramento Valley,6/20/2017,171,,N,0.00, ,294, ,1.9,R,40.0, ,21.7,Y,29.6,Y,61, ,32, ,,R,,I,0.9, ,81.5, ,,S
155,Bryte (experimental),Sacramento Valley,6/21/2017,172,,N,0.00, ,294, ,1.9,Y,39.9, ,19.2, ,29.4, ,65, ,31, ,47,Y,16.7,Y,0.8, ,66.3, ,,S
155,Bryte (experimental),Sacramento Valley,6/22/2017,173,,N,0.00, ,296, ,1.7, ,39.6, ,22.8,R,30.7,Y,74, ,22, ,39,Y,15.3,Y,0.9, ,75.9, ,,S
155,Bryte (experimental),Sacramento Valley,6/23/2017,174,,N,0.00, ,296, ,1.7, ,38.2, ,19.5, ,27.4, ,65, ,30, ,47, ,15.1, ,1.1, ,95.0, ,41.5,R
155,Bryte (experimental),Sacramento Valley,6/24/2017,175,,N,0.00, ,294, ,1.6, ,35.4, ,16.1, ,24.7, ,77, ,35, ,53, ,14.5, ,1.4, ,117.2, ,39.9,Y
155,Bryte (experimental),Sacramento Valley,6/25/2017,176,,N,0.00, ,294, ,1.5, ,31.2, ,15.2, ,22.1, ,78, ,39, ,58, ,13.4, ,1.8, ,156.2, ,38.3,Y
155,Bryte (experimental),Sacramento Valley,6/26/2017,177,,N,0.00, ,307, ,1.4, ,29.5, ,13.9, ,20.6, ,84, ,33, ,56, ,11.6, ,1.9, ,167.3, ,36.5, 
155,Bryte (experimental),Sacramento Valley,6/27/2017,178,,N,0.00, ,306, ,1.5, ,31.2, ,13.9, ,21.0, ,86, ,38, ,60, ,12.9, ,1.3, ,116.6, ,36.5, 
155,Bryte (experimental),Sacramento Valley,6/28/2017,179,,N,0.00, ,302, ,1.5, ,32.8, ,13.7, ,22.0, ,85, ,34, ,57, ,13.1, ,1.1, ,94.6, ,36.8, 
155,Bryte (experimental),Sacramento Valley,6/29/2017,180,,N,0.00, ,299, ,1.5, ,33.9, ,14.1, ,22.6, ,78, ,31, ,53, ,12.6, ,1.2, ,99.9, ,37.7,Y
155,Bryte (experimental),Sacramento Valley,6/30/2017,181,,N,0.00, ,295, ,1.4, ,34.0, ,13.7, ,22.6, ,80, ,32, ,53, ,12.4, ,1.4, ,118.7, ,37.3, 
155,Bryte (experimental),Sacramento Valley,7/1/2017,182,,N,0.00, ,298, ,1.4, ,33.1, ,13.7, ,22.4, ,78, ,34, ,53, ,12.3, ,1.2, ,103.0, ,37.6,Y
155,Bryte (experimental),Sacramento Valley,7/2/2017,183,,N,0.00, ,299, ,1.5, ,34.4, ,14.0, ,23.1, ,79, ,32, ,53, ,13.0, ,1.2, ,102.2, ,37.3, 
155,Bryte (experimental),Sacramento Valley,7/3/2017,184,,N,0.00, ,297, ,1.3, ,34.1, ,15.5, ,23.9, ,73, ,15, ,43, ,10.4, ,1.2, ,102.0, ,37.3,Y
155,Bryte (experimental),Sacramento Valley,7/4/2017,185,,N,0.00, ,301, ,1.2, ,35.0, ,16.0, ,24.5, ,68, ,15, ,40, ,10.0, ,1.0, ,88.6, ,37.8,Y
155,Bryte (experimental),Sacramento Valley,7/5/2017,186,,N,0.00, ,240, ,1.3, ,34.1, ,14.2, ,23.7, ,77, ,24, ,44, ,10.8, ,1.1, ,93.1, ,36.7, 
155,Bryte (experimental),Sacramento Valley,7/6/2017,187,,N,0.00, ,291, ,1.4, ,37.8, ,16.3, ,26.7, ,68, ,22, ,40, ,12.0, ,0.8, ,65.2, ,38.0,Y
155,Bryte (experimental),Sacramento Valley,7/7/2017,188,,N,0.00, ,297, ,1.4, ,40.7, ,19.2, ,29.6, ,55, ,13, ,33, ,11.8, ,0.7, ,62.7, ,,S
155,Bryte (experimental),Sacramento Valley,7/8/2017,189,,N,0.00, ,292, ,1.3, ,41.0, ,20.4, ,29.3, ,62, ,15, ,33, ,11.3, ,0.8, ,67.3, ,,S
155,Bryte (experimental),Sacramento Valley,7/9/2017,190,,N,0.00, ,296, ,1.3, ,39.4, ,17.8, ,27.3, ,60, ,15, ,36, ,11.0, ,1.0, ,87.4, ,,S
155,Bryte (experimental),Sacramento Valley,7/10/2017,191,,N,0.00, ,300, ,1.5, ,36.5, ,17.4, ,25.8, ,66, ,26, ,45, ,13.0, ,1.2, ,106.1, ,,S
155,Bryte (experimental),Sacramento Valley,7/11/2017,192,,N,0.00, ,299, ,1.4, ,34.1, ,16.3, ,24.2, ,67, ,26, ,47, ,12.0, ,1.4, ,124.2, ,,S
155,Bryte (experimental),Sacramento Valley,7/12/2017,193,,N,0.00, ,294, ,1.4, ,35.1, ,15.4, ,24.1, ,72, ,23, ,47, ,12.1, ,1.1, ,97.9, ,,S
155,Bryte (experimental),Sacramento Valley,7/13/2017,194,,N,0.00, ,293, ,1.4, ,35.2, ,16.6, ,25.0, ,67, ,26, ,45, ,12.2, ,1.2, ,100.0, ,,S
155,Bryte (experimental),Sacramento Valley,7/14/2017,195,,N,0.00, ,290, ,1.4, ,36.1, ,15.8, ,25.0, ,71, ,18, ,45, ,12.2, ,1.0, ,86.6, ,,S
155,Bryte (experimental),Sacramento Valley,7/15/2017,196,,N,0.00, ,277, ,1.6, ,37.9, ,16.6, ,26.9, ,69, ,26, ,46, ,14.4, ,0.6, ,53.1, ,,S
155,Bryte (experimental),Sacramento Valley,7/16/2017,197,,N,0.00, ,294, ,1.5, ,40.3, ,21.0, ,30.0, ,76, ,20, ,35, ,12.9, ,0.8, ,68.4, ,,S
155,Bryte (experimental),Sacramento Valley,7/17/2017,198,,N,0.00, ,292, ,1.2, ,39.1, ,20.1, ,28.9, ,50, ,16, ,30, ,9.7, ,0.9, ,79.3, ,,S
155,Bryte (experimental),Sacramento Valley,7/18/2017,199,,N,0.00, ,299, ,1.2, ,32.4, ,16.0, ,23.5, ,63, ,21, ,40, ,9.1, ,1.6, ,139.3, ,,S
