date,agency_cd,site_no,water_year,flow,flow_cd,flow_11447905,group,flow_modeled,flow_impute,flow_for_gam_step1,flow_for_gam_step2,flow_for_gam_final
2014-07-20,USGS,11455420,2014,4490,A,2580,measure,5627,4490,4490,4490,4490
2014-07-21,USGS,11455420,2014,4880,A,2690,measure,5875,4880,4880,4880,4880
2014-07-22,USGS,11455420,2014,5230,A,2770,measure,6055,5230,5230,5230,5230
2014-07-23,USGS,11455420,2014,6050,A,2990,measure,6550,6050,6050,6050,6050
2014-07-24,USGS,11455420,2014,5230,A,3010,measure,6595,5230,5230,5230,5230
2014-07-25,USGS,11455420,2014,4040,A,2860,measure,6258,4040,4040,4040,4040
2014-07-26,USGS,11455420,2014,4220,A,2710,measure,5920,4220,4220,4220,4220
2014-07-27,USGS,11455420,2014,4430,A,2640,measure,5762,4430,4430,4430,4430
2014-07-28,USGS,11455420,2014,4630,A,2710,measure,5920,4630,4630,4630,4630
2014-07-29,USGS,11455420,2014,5120,A,2720,measure,5942,5120,5120,5120,5120
2014-07-30,USGS,11455420,2014,5170,A,2590,measure,5649,5170,5170,5170,5170
2014-07-31,USGS,11455420,2014,4940,A,2600,measure,5672,4940,4940,4940,4940
2014-08-01,USGS,11455420,2014,4120,A,2490,measure,5424,4120,4120,4120,4120
2014-08-02,USGS,11455420,2014,4490,A,2380,measure,5176,4490,4490,4490,4490
2014-08-03,USGS,11455420,2014,4520,A,2410,measure,5244,4520,4520,4520,4520
2014-08-04,USGS,11455420,2014,4400,A,2440,measure,5311,4400,4400,4400,4400
2014-08-05,USGS,11455420,2014,4820,A,2590,measure,5649,4820,4820,4820,4820
2014-08-06,USGS,11455420,2014,3050,A,2460,measure,5357,3050,3050,3050,3050
2014-08-07,USGS,11455420,2014,3790,A,2530,measure,5514,3790,3790,3790,3790
2014-08-08,USGS,11455420,2014,5050,A,2840,measure,6212,5050,5050,5050,5050
2014-08-09,USGS,11455420,2014,5210,A,2930,measure,6415,5210,5210,5210,5210
2014-08-10,USGS,11455420,2014,6190,A,2970,measure,6505,6190,6190,6190,6190
2014-08-11,USGS,11455420,2014,4700,A,2740,measure,5987,4700,4700,4700,4700
2014-08-12,USGS,11455420,2014,4720,A,2600,measure,5672,4720,4720,4720,4720
2014-08-13,USGS,11455420,2014,5670,A,2660,measure,5807,5670,5670,5670,5670
2014-08-14,USGS,11455420,2014,5220,A,2630,measure,5739,5220,5220,5220,5220
2014-08-15,USGS,11455420,2014,4250,A,2520,measure,5492,4250,4250,4250,4250
2014-08-16,USGS,11455420,2014,3440,A,2410,measure,5244,3440,3440,3440,3440
2014-08-17,USGS,11455420,2014,3280,A,2290,measure,4974,3280,3280,3280,3280
2014-08-18,USGS,11455420,2014,3280,A,2180,measure,4726,3280,3280,3280,3280
2014-08-19,USGS,11455420,2014,3800,A,2200,measure,4771,3800,3800,3800,3800
2014-08-20,USGS,11455420,2014,5220,A,2400,measure,5221,5220,5220,5220,5220
2014-08-21,USGS,11455420,2014,5030,A,2490,measure,5424,5030,5030,5030,5030
2014-08-22,USGS,11455420,2014,3620,A,2320,measure,5041,3620,3620,3620,3620
2014-08-23,USGS,11455420,2014,3900,A,2380,measure,5176,3900,3900,3900,3900
2014-08-24,USGS,11455420,2014,3780,A,2290,measure,4974,3780,3780,3780,3780
2014-08-25,USGS,11455420,2014,6080,A,2430,measure,5289,6080,6080,6080,6080
2014-08-26,USGS,11455420,2014,6460,A,2600,measure,5672,6460,6460,6460,6460
2014-08-27,USGS,11455420,2014,5630,A,2580,measure,5627,5630,5630,5630,5630
2014-08-28,USGS,11455420,2014,5010,A,2540,measure,5537,5010,5010,5010,5010
2014-08-29,USGS,11455420,2014,5340,A,2580,measure,5627,5340,5340,5340,5340
2014-08-30,USGS,11455420,2014,5230,A,NA,measure,NA,5230,5230,5230,5230
2014-08-31,USGS,11455420,2014,5770,A,NA,measure,NA,5770,5770,5770,5770
2014-09-01,USGS,11455420,2014,4430,A,NA,measure,NA,4430,4430,4430,4430
2014-09-02,USGS,11455420,2014,3350,A,NA,measure,NA,3350,3350,3350,3350
2014-09-03,USGS,11455420,2014,3880,A,NA,measure,NA,3880,3880,3880,3880
2014-09-04,USGS,11455420,2014,3950,A,2540,measure,5537,3950,3950,3950,3950
2014-09-05,USGS,11455420,2014,5580,A,2780,measure,6077,5580,5580,5580,5580
2014-09-06,USGS,11455420,2014,5570,A,2800,measure,6122,5570,5570,5570,5570
2014-09-07,USGS,11455420,2014,4270,A,2630,measure,5739,4270,4270,4270,4270
2014-09-08,USGS,11455420,2014,4650,A,2590,measure,5649,4650,4650,4650,4650
2014-09-09,USGS,11455420,2014,5690,A,2730,measure,5965,5690,5690,5690,5690
2014-09-10,USGS,11455420,2014,4700,A,2600,measure,5672,4700,4700,4700,4700
2014-09-11,USGS,11455420,2014,5080,A,2460,measure,5357,5080,5080,5080,5080
2014-09-12,USGS,11455420,2014,4960,A,2470,measure,5379,4960,4960,4960,4960
2014-09-13,USGS,11455420,2014,4460,A,2480,measure,5402,4460,4460,4460,4460
2014-09-14,USGS,11455420,2014,5080,A,2480,measure,5402,5080,5080,5080,5080
2014-09-15,USGS,11455420,2014,5120,A,2420,measure,5266,5120,5120,5120,5120
2014-09-16,USGS,11455420,2014,5050,A,2540,measure,5537,5050,5050,5050,5050
2014-09-17,USGS,11455420,2014,4470,A,2390,measure,5199,4470,4470,4470,4470
2014-09-18,USGS,11455420,2014,5790,A,2460,measure,5357,5790,5790,5790,5790
2014-09-19,USGS,11455420,2014,4860,A,2340,measure,5086,4860,4860,4860,4860
2014-09-20,USGS,11455420,2014,3500,A,2150,measure,4658,3500,3500,3500,3500
2014-09-21,USGS,11455420,2014,5290,A,2240,measure,4861,5290,5290,5290,5290
2014-09-22,USGS,11455420,2014,6130,A,2390,measure,5199,6130,6130,6130,6130
2014-09-23,USGS,11455420,2014,4790,A,2230,measure,4838,4790,4790,4790,4790
2014-09-24,USGS,11455420,2014,4780,A,2200,measure,4771,4780,4780,4780,4780
2014-09-25,USGS,11455420,2014,5830,A,2360,measure,5131,5830,5830,5830,5830
2014-09-26,USGS,11455420,2014,4610,A,2310,measure,5019,4610,4610,4610,4610
2014-09-27,USGS,11455420,2014,4190,A,2250,measure,4883,4190,4190,4190,4190
2014-09-28,USGS,11455420,2014,4680,A,2260,measure,4906,4680,4680,4680,4680
2014-09-29,USGS,11455420,2014,3800,A,2190,measure,4748,3800,3800,3800,3800
2014-09-30,USGS,11455420,2014,4490,A,2220,measure,4816,4490,4490,4490,4490
2014-10-01,USGS,11455420,2015,4470,A,2280,measure,4951,4470,4470,4470,4470
2014-10-02,USGS,11455420,2015,4470,A,2190,measure,4748,4470,4470,4470,4470
2014-10-03,USGS,11455420,2015,4150,A,2010,measure,4343,4150,4150,4150,4150
2014-10-04,USGS,11455420,2015,3510,A,1900,measure,4095,3510,3510,3510,3510
2014-10-05,USGS,11455420,2015,4020,A,1870,measure,4028,4020,4020,4020,4020
2014-10-06,USGS,11455420,2015,3780,A,1840,measure,3960,3780,3780,3780,3780
2014-10-07,USGS,11455420,2015,3280,A,1820,measure,3915,3280,3280,3280,3280
2014-10-08,USGS,11455420,2015,3840,A,1840,measure,3960,3840,3840,3840,3840
2014-10-09,USGS,11455420,2015,4530,A,1850,measure,3982,4530,4530,4530,4530
2014-10-10,USGS,11455420,2015,5410,A,1910,measure,4118,5410,5410,5410,5410
2014-10-11,USGS,11455420,2015,5770,A,1940,measure,4185,5770,5770,5770,5770
2014-10-12,USGS,11455420,2015,5020,A,1920,measure,4140,5020,5020,5020,5020
2014-10-13,USGS,11455420,2015,1860,A,1560,measure,3329,1860,1860,1860,1860
2014-10-14,USGS,11455420,2015,2690,A,1480,measure,3149,2690,2690,2690,2690
2014-10-15,USGS,11455420,2015,5330,A,2010,measure,4343,5330,5330,5330,5330
2014-10-16,USGS,11455420,2015,3950,A,1940,measure,4185,3950,3950,3950,3950
2014-10-17,USGS,11455420,2015,4500,A,1860,measure,4005,4500,4500,4500,4500
2014-10-18,USGS,11455420,2015,3460,A,1740,measure,3735,3460,3460,3460,3460
2014-10-19,USGS,11455420,2015,3770,A,1660,measure,3555,3770,3770,3770,3770
2014-10-20,USGS,11455420,2015,5930,A,1790,measure,3847,5930,5930,5930,5930
2014-10-21,USGS,11455420,2015,5410,A,1920,measure,4140,5410,5410,5410,5410
2014-10-22,USGS,11455420,2015,4430,A,1850,measure,3982,4430,4430,4430,4430
2014-10-23,USGS,11455420,2015,4450,A,1840,measure,3960,4450,4450,4450,4450
2014-10-24,USGS,11455420,2015,2600,A,1620,measure,3464,2600,2600,2600,2600
2014-10-25,USGS,11455420,2015,3350,A,1720,measure,3690,3350,3350,3350,3350
2014-10-26,USGS,11455420,2015,6800,A,2170,measure,4703,6800,6800,6800,6800
2014-10-27,USGS,11455420,2015,6160,A,2130,measure,4613,6160,6160,6160,6160
2014-10-28,USGS,11455420,2015,6250,A,2470,measure,5379,6250,6250,6250,6250
2014-10-29,USGS,11455420,2015,6140,A,2710,measure,5920,6140,6140,6140,6140
2014-10-30,USGS,11455420,2015,4010,A,2160,measure,4681,4010,4010,4010,4010
2014-10-31,USGS,11455420,2015,4450,A,1950,measure,4208,4450,4450,4450,4450
2014-11-01,USGS,11455420,2015,6870,A,2220,measure,4816,6870,6870,6870,6870
2014-11-02,USGS,11455420,2015,7680,A,2860,measure,6258,7680,7680,7680,7680
2014-11-03,USGS,11455420,2015,7500,A,3210,measure,7046,7500,7500,7500,7500
2014-11-04,USGS,11455420,2015,7290,A,3270,measure,7181,7290,7290,7290,7290
2014-11-05,USGS,11455420,2015,5400,A,3110,measure,6821,5400,5400,5400,5400
2014-11-06,USGS,11455420,2015,5060,A,3000,measure,6573,5060,5060,5060,5060
2014-11-07,USGS,11455420,2015,4950,A,2620,measure,5717,4950,4950,4950,4950
2014-11-08,USGS,11455420,2015,4820,A,2240,measure,4861,4820,4820,4820,4820
2014-11-09,USGS,11455420,2015,3890,A,2070,measure,4478,3890,3890,3890,3890
2014-11-10,USGS,11455420,2015,3940,A,1990,measure,4298,3940,3940,3940,3940
2014-11-11,USGS,11455420,2015,6650,A,2200,measure,4771,6650,6650,6650,6650
2014-11-12,USGS,11455420,2015,7640,A,2390,measure,5199,7640,7640,7640,7640
2014-11-13,USGS,11455420,2015,6840,A,2340,measure,5086,6840,6840,6840,6840
2014-11-14,USGS,11455420,2015,6570,A,2270,measure,4929,6570,6570,6570,6570
2014-11-15,USGS,11455420,2015,7190,A,2370,measure,5154,7190,7190,7190,7190
2014-11-16,USGS,11455420,2015,6220,A,2370,measure,5154,6220,6220,6220,6220
2014-11-17,USGS,11455420,2015,4190,A,2190,measure,4748,4190,4190,4190,4190
2014-11-18,USGS,11455420,2015,3040,A,1980,measure,4275,3040,3040,3040,3040
2014-11-19,USGS,11455420,2015,3470,A,NA,measure,NA,3470,3470,3470,3470
2014-11-20,USGS,11455420,2015,4770,A,NA,measure,NA,4770,4770,4770,4770
2014-11-21,USGS,11455420,2015,5170,A,NA,measure,NA,5170,5170,5170,5170
2014-11-22,USGS,11455420,2015,6250,A,NA,measure,NA,6250,6250,6250,6250
2014-11-23,USGS,11455420,2015,7450,A,NA,measure,NA,7450,7450,7450,7450
2014-11-24,USGS,11455420,2015,7080,A,NA,measure,NA,7080,7080,7080,7080
2014-11-25,USGS,11455420,2015,7340,A,NA,measure,NA,7340,7340,7340,7340
2014-11-26,USGS,11455420,2015,5410,A,NA,measure,NA,5410,5410,5410,5410
2014-11-27,USGS,11455420,2015,3950,A,2190,measure,4748,3950,3950,3950,3950
2014-11-28,USGS,11455420,2015,4370,A,2040,measure,4410,4370,4370,4370,4370
2014-11-29,USGS,11455420,2015,5420,A,2110,measure,4568,5420,5420,5420,5420
2014-11-30,USGS,11455420,2015,5780,A,2370,measure,5154,5780,5780,5780,5780
2014-12-01,USGS,11455420,2015,5870,A,2870,measure,6280,5870,5870,5870,5870
2014-12-02,USGS,11455420,2015,5450,A,3510,measure,7722,5450,5450,5450,5450
2014-12-03,USGS,11455420,2015,9620,A,5010,measure,11100,9620,9620,9620,9620
2014-12-04,USGS,11455420,2015,17100,A,7250,measure,16146,17100,17100,17100,17100
2014-12-05,USGS,11455420,2015,19800,A,9920,measure,22160,19800,19800,19800,19800
2014-12-06,USGS,11455420,2015,24300,A,12400,measure,27746,24300,24300,24300,24300
2014-12-07,USGS,11455420,2015,23600,A,12400,measure,27746,23600,23600,23600,23600
2014-12-08,USGS,11455420,2015,21200,A,11600,measure,25944,21200,21200,21200,21200
2014-12-09,USGS,11455420,2015,19700,A,10700,measure,23917,19700,19700,19700,19700
2014-12-10,USGS,11455420,2015,14900,A,8770,measure,19570,14900,14900,14900,14900
2014-12-11,USGS,11455420,2015,17300,A,8190,measure,18263,17300,17300,17300,17300
2014-12-12,USGS,11455420,2015,32400,A,12700,measure,28422,32400,32400,32400,32400
2014-12-13,USGS,11455420,2015,42200,A,NA,measure,NA,42200,42200,42200,42200
2014-12-14,USGS,11455420,2015,45400,A,NA,measure,NA,45400,45400,45400,45400
2014-12-15,USGS,11455420,2015,47700,A,NA,measure,NA,47700,47700,47700,47700
2014-12-16,USGS,11455420,2015,50300,A,NA,measure,NA,50300,50300,50300,50300
2014-12-17,USGS,11455420,2015,50500,A,22900,measure,51398,50500,50500,50500,50500
2014-12-18,USGS,11455420,2015,47900,A,22300,measure,50046,47900,47900,47900,47900
2014-12-19,USGS,11455420,2015,48200,A,22300,measure,50046,48200,48200,48200,48200
2014-12-20,USGS,11455420,2015,49700,A,22400,measure,50271,49700,49700,49700,49700
2014-12-21,USGS,11455420,2015,49000,A,22200,measure,49821,49000,49000,49000,49000
2014-12-22,USGS,11455420,2015,48700,A,22200,measure,49821,48700,48700,48700,48700
2014-12-23,USGS,11455420,2015,46900,A,21800,measure,48920,46900,46900,46900,46900
2014-12-24,USGS,11455420,2015,45400,A,20800,measure,46667,45400,45400,45400,45400
2014-12-25,USGS,11455420,2015,44000,A,19000,measure,42613,44000,44000,44000,44000
2014-12-26,USGS,11455420,2015,37700,A,16600,measure,37207,37700,37700,37700,37700
2014-12-27,USGS,11455420,2015,32900,A,14400,measure,32251,32900,32900,32900,32900
2014-12-28,USGS,11455420,2015,28700,A,12800,measure,28647,28700,28700,28700,28700
2014-12-29,USGS,11455420,2015,26200,A,11400,measure,25494,26200,26200,26200,26200
2014-12-30,USGS,11455420,2015,23000,A,10300,measure,23016,23000,23000,23000,23000
2014-12-31,USGS,11455420,2015,15200,A,8880,measure,19818,15200,15200,15200,15200
2015-01-01,USGS,11455420,2015,14200,A,7670,measure,17092,14200,14200,14200,14200
2015-01-02,USGS,11455420,2015,14300,A,6900,measure,15358,14300,14300,14300,14300
2015-01-03,USGS,11455420,2015,14000,A,6370,measure,14164,14000,14000,14000,14000
2015-01-04,USGS,11455420,2015,13400,A,5990,measure,13308,13400,13400,13400,13400
2015-01-05,USGS,11455420,2015,11700,A,5580,measure,12384,11700,11700,11700,11700
2015-01-06,USGS,11455420,2015,10000,A,5150,measure,11416,10000,10000,10000,10000
2015-01-07,USGS,11455420,2015,9430,A,4870,measure,10785,9430,9430,9430,9430
2015-01-08,USGS,11455420,2015,9290,A,4710,measure,10425,9290,9290,9290,9290
2015-01-09,USGS,11455420,2015,9480,A,4610,measure,10199,9480,9480,9480,9480
2015-01-10,USGS,11455420,2015,9820,A,4550,measure,10064,9820,9820,9820,9820
2015-01-11,USGS,11455420,2015,10400,A,4510,measure,9974,10400,10400,10400,10400
2015-01-12,USGS,11455420,2015,10200,A,4380,measure,9681,10200,10200,10200,10200
2015-01-13,USGS,11455420,2015,8430,A,4130,measure,9118,8430,8430,8430,8430
2015-01-14,USGS,11455420,2015,7740,A,3910,measure,8623,7740,7740,7740,7740
2015-01-15,USGS,11455420,2015,6980,A,3680,measure,8105,6980,6980,6980,6980
2015-01-16,USGS,11455420,2015,6590,A,3590,measure,7902,6590,6590,6590,6590
2015-01-17,USGS,11455420,2015,7330,A,3680,measure,8105,7330,7330,7330,7330
2015-01-18,USGS,11455420,2015,7550,A,3680,measure,8105,7550,7550,7550,7550
2015-01-19,USGS,11455420,2015,6720,A,3610,measure,7947,6720,6720,6720,6720
2015-01-20,USGS,11455420,2015,6420,A,3500,measure,7699,6420,6420,6420,6420
2015-01-21,USGS,11455420,2015,8170,A,3680,measure,8105,8170,8170,8170,8170
2015-01-22,USGS,11455420,2015,8590,A,3750,measure,8262,8590,8590,8590,8590
2015-01-23,USGS,11455420,2015,7300,A,3590,measure,7902,7300,7300,7300,7300
2015-01-24,USGS,11455420,2015,6830,A,3570,measure,7857,6830,6830,6830,6830
2015-01-25,USGS,11455420,2015,6170,A,3550,measure,7812,6170,6170,6170,6170
2015-01-26,USGS,11455420,2015,5910,A,3350,measure,7361,5910,5910,5910,5910
2015-01-27,USGS,11455420,2015,6940,A,3350,measure,7361,6940,6940,6940,6940
2015-01-28,USGS,11455420,2015,7140,A,3420,measure,7519,7140,7140,7140,7140
2015-01-29,USGS,11455420,2015,6330,A,3340,measure,7339,6330,6330,6330,6330
2015-01-30,USGS,11455420,2015,5880,A,3340,measure,7339,5880,5880,5880,5880
2015-01-31,USGS,11455420,2015,6860,A,3450,measure,7586,6860,6860,6860,6860
2015-02-01,USGS,11455420,2015,7100,A,3450,measure,7586,7100,7100,7100,7100
2015-02-02,USGS,11455420,2015,6900,A,3430,measure,7541,6900,6900,6900,6900
2015-02-03,USGS,11455420,2015,6190,A,3340,measure,7339,6190,6190,6190,6190
2015-02-04,USGS,11455420,2015,5350,A,3290,measure,7226,5350,5350,5350,5350
2015-02-05,USGS,11455420,2015,4870,A,3320,measure,7294,4870,4870,4870,4870
2015-02-06,USGS,11455420,2015,5750,A,3650,measure,8037,5750,5750,5750,5750
2015-02-07,USGS,11455420,2015,14300,A,5170,measure,11461,14300,14300,14300,14300
2015-02-08,USGS,11455420,2015,17100,A,NA,measure,NA,17100,17100,17100,17100
2015-02-09,USGS,11455420,2015,30300,A,NA,measure,NA,30300,30300,30300,30300
2015-02-10,USGS,11455420,2015,33800,A,NA,measure,NA,33800,33800,33800,33800
2015-02-11,USGS,11455420,2015,33400,A,NA,measure,NA,33400,33400,33400,33400
2015-02-12,USGS,11455420,2015,32800,A,NA,measure,NA,32800,32800,32800,32800
2015-02-13,USGS,11455420,2015,30200,A,15200,measure,34053,30200,30200,30200,30200
2015-02-14,USGS,11455420,2015,26000,A,13300,measure,29774,26000,26000,26000,26000
2015-02-15,USGS,11455420,2015,22000,A,11400,measure,25494,22000,22000,22000,22000
2015-02-16,USGS,11455420,2015,18100,A,9770,measure,21822,18100,18100,18100,18100
2015-02-17,USGS,11455420,2015,16100,A,8420,measure,18781,16100,16100,16100,16100
2015-02-18,USGS,11455420,2015,15700,A,7480,measure,16664,15700,15700,15700,15700
2015-02-19,USGS,11455420,2015,13600,A,6650,measure,14794,13600,13600,13600,13600
2015-02-20,USGS,11455420,2015,12100,A,6120,measure,13601,12100,12100,12100,12100
2015-02-21,USGS,11455420,2015,11300,A,5750,measure,12767,11300,11300,11300,11300
2015-02-22,USGS,11455420,2015,11400,A,5640,measure,12519,11400,11400,11400,11400
2015-02-23,USGS,11455420,2015,10000,A,5470,measure,12137,10000,10000,10000,10000
2015-02-24,USGS,11455420,2015,9120,A,5020,measure,11123,9120,9120,9120,9120
2015-02-25,USGS,11455420,2015,9070,A,4700,measure,10402,9070,9070,9070,9070
2015-02-26,USGS,11455420,2015,8210,A,4490,measure,9929,8210,8210,8210,8210
2015-02-27,USGS,11455420,2015,7600,A,4230,measure,9343,7600,7600,7600,7600
2015-02-28,USGS,11455420,2015,9740,A,4300,measure,9501,9740,9740,9740,9740
2015-03-01,USGS,11455420,2015,8030,A,4090,measure,9028,8030,8030,8030,8030
2015-03-02,USGS,11455420,2015,7540,A,3790,measure,8352,7540,7540,7540,7540
2015-03-03,USGS,11455420,2015,8400,A,3820,measure,8420,8400,8400,8400,8400
2015-03-04,USGS,11455420,2015,8640,A,3750,measure,8262,8640,8640,8640,8640
2015-03-05,USGS,11455420,2015,8260,A,3650,measure,8037,8260,8260,8260,8260
2015-03-06,USGS,11455420,2015,6120,A,3420,measure,7519,6120,6120,6120,6120
2015-03-07,USGS,11455420,2015,5380,A,3230,measure,7091,5380,5380,5380,5380
2015-03-08,USGS,11455420,2015,5560,A,3120,measure,6843,5560,5560,5560,5560
2015-03-09,USGS,11455420,2015,5590,A,3130,measure,6866,5590,5590,5590,5590
2015-03-10,USGS,11455420,2015,5650,A,3080,measure,6753,5650,5650,5650,5650
2015-03-11,USGS,11455420,2015,7460,A,3210,measure,7046,7460,7460,7460,7460
2015-03-12,USGS,11455420,2015,7370,A,3190,measure,7001,7370,7370,7370,7370
2015-03-13,USGS,11455420,2015,6330,A,2950,measure,6460,6330,6330,6330,6330
2015-03-14,USGS,11455420,2015,5290,A,2810,measure,6145,5290,5290,5290,5290
2015-03-15,USGS,11455420,2015,4980,A,2840,measure,6212,4980,4980,4980,4980
2015-03-16,USGS,11455420,2015,5540,A,2870,measure,6280,5540,5540,5540,5540
2015-03-17,USGS,11455420,2015,5250,A,2730,measure,5965,5250,5250,5250,5250
2015-03-18,USGS,11455420,2015,5380,A,2770,measure,6055,5380,5380,5380,5380
2015-03-19,USGS,11455420,2015,4380,A,2660,measure,5807,4380,4380,4380,4380
2015-03-20,USGS,11455420,2015,4020,A,2540,measure,5537,4020,4020,4020,4020
2015-03-21,USGS,11455420,2015,4060,A,2490,measure,5424,4060,4060,4060,4060
2015-03-22,USGS,11455420,2015,3680,A,2450,measure,5334,3680,3680,3680,3680
2015-03-23,USGS,11455420,2015,4280,A,2530,measure,5514,4280,4280,4280,4280
2015-03-24,USGS,11455420,2015,4360,A,2550,measure,5559,4360,4360,4360,4360
2015-03-25,USGS,11455420,2015,4850,A,2490,measure,5424,4850,4850,4850,4850
2015-03-26,USGS,11455420,2015,4160,A,2360,measure,5131,4160,4160,4160,4160
2015-03-27,USGS,11455420,2015,3850,A,2320,measure,5041,3850,3850,3850,3850
2015-03-28,USGS,11455420,2015,4410,A,2340,measure,5086,4410,4410,4410,4410
2015-03-29,USGS,11455420,2015,2810,A,2110,measure,4568,2810,2810,2810,2810
2015-03-30,USGS,11455420,2015,2750,A,1990,measure,4298,2750,2750,2750,2750
2015-03-31,USGS,11455420,2015,5200,A,2150,measure,4658,5200,5200,5200,5200
2015-04-01,USGS,11455420,2015,5250,A,2280,measure,4951,5250,5250,5250,5250
2015-04-02,USGS,11455420,2015,3130,A,2130,measure,4613,3130,3130,3130,3130
2015-04-03,USGS,11455420,2015,1370,A,1900,measure,4095,1370,1370,1370,1370
2015-04-04,USGS,11455420,2015,1820,A,1950,measure,4208,1820,1820,1820,1820
2015-04-05,USGS,11455420,2015,3970,A,2340,measure,5086,3970,3970,3970,3970
2015-04-06,USGS,11455420,2015,2950,A,2330,measure,5064,2950,2950,2950,2950
2015-04-07,USGS,11455420,2015,4590,A,2540,measure,5537,4590,4590,4590,4590
2015-04-08,USGS,11455420,2015,7140,A,2960,measure,6483,7140,7140,7140,7140
2015-04-09,USGS,11455420,2015,4250,A,2650,measure,5784,4250,4250,4250,4250
2015-04-10,USGS,11455420,2015,4050,A,2440,measure,5311,4050,4050,4050,4050
2015-04-11,USGS,11455420,2015,4940,A,2460,measure,5357,4940,4940,4940,4940
2015-04-12,USGS,11455420,2015,4420,A,2400,measure,5221,4420,4420,4420,4420
2015-04-13,USGS,11455420,2015,4030,A,2290,measure,4974,4030,4030,4030,4030
2015-04-14,USGS,11455420,2015,6240,A,2540,measure,5537,6240,6240,6240,6240
2015-04-15,USGS,11455420,2015,2130,A,2220,measure,4816,2130,2130,2130,2130
2015-04-16,USGS,11455420,2015,-108,A,1840,measure,3960,-108,-108,-108,-108
2015-04-17,USGS,11455420,2015,-510,A,1640,measure,3509,-510,-510,-510,-510
2015-04-18,USGS,11455420,2015,-300,A,1550,measure,3307,-300,-300,-300,-300
2015-04-19,USGS,11455420,2015,906,A,1610,measure,3442,906,906,906,906
2015-04-20,USGS,11455420,2015,1960,A,1780,measure,3825,1960,1960,1960,1960
2015-04-21,USGS,11455420,2015,4580,A,1970,measure,4253,4580,4580,4580,4580
2015-04-22,USGS,11455420,2015,5600,A,1990,measure,4298,5600,5600,5600,5600
2015-04-23,USGS,11455420,2015,3360,A,1710,measure,3667,3360,3360,3360,3360
2015-04-24,USGS,11455420,2015,4610,A,1900,measure,4095,4610,4610,4610,4610
2015-04-25,USGS,11455420,2015,7260,A,2460,measure,5357,7260,7260,7260,7260
2015-04-26,USGS,11455420,2015,7840,A,2750,measure,6010,7840,7840,7840,7840
2015-04-27,USGS,11455420,2015,5050,A,2450,measure,5334,5050,5050,5050,5050
2015-04-28,USGS,11455420,2015,3910,A,2240,measure,4861,3910,3910,3910,3910
2015-04-29,USGS,11455420,2015,4200,A,2330,measure,5064,4200,4200,4200,4200
2015-04-30,USGS,11455420,2015,3880,A,2240,measure,4861,3880,3880,3880,3880
2015-05-01,USGS,11455420,2015,1520,A,1820,measure,3915,1520,1520,1520,1520
2015-05-02,USGS,11455420,2015,784,A,1720,measure,3690,784,784,784,784
2015-05-03,USGS,11455420,2015,1970,A,1910,measure,4118,1970,1970,1970,1970
2015-05-04,USGS,11455420,2015,4500,A,2290,measure,4974,4500,4500,4500,4500
2015-05-05,USGS,11455420,2015,4280,A,2330,measure,5064,4280,4280,4280,4280
2015-05-06,USGS,11455420,2015,4470,A,2340,measure,5086,4470,4470,4470,4470
2015-05-07,USGS,11455420,2015,5630,A,2520,measure,5492,5630,5630,5630,5630
2015-05-08,USGS,11455420,2015,5370,A,2560,measure,5582,5370,5370,5370,5370
2015-05-09,USGS,11455420,2015,5520,A,2600,measure,5672,5520,5520,5520,5520
2015-05-10,USGS,11455420,2015,5260,A,2630,measure,5739,5260,5260,5260,5260
2015-05-11,USGS,11455420,2015,5400,A,2650,measure,5784,5400,5400,5400,5400
2015-05-12,USGS,11455420,2015,6030,A,2760,measure,6032,6030,6030,6030,6030
2015-05-13,USGS,11455420,2015,5350,A,2670,measure,5830,5350,5350,5350,5350
2015-05-14,USGS,11455420,2015,3660,A,2140,measure,4636,3660,3660,3660,3660
2015-05-15,USGS,11455420,2015,2800,A,1850,measure,3982,2800,2800,2800,2800
2015-05-16,USGS,11455420,2015,2910,A,1940,measure,4185,2910,2910,2910,2910
2015-05-17,USGS,11455420,2015,3440,A,1960,measure,4230,3440,3440,3440,3440
2015-05-18,USGS,11455420,2015,4230,A,2580,measure,5627,4230,4230,4230,4230
2015-05-19,USGS,11455420,2015,4230,A,3070,measure,6731,4230,4230,4230,4230
2015-05-20,USGS,11455420,2015,4450,A,3110,measure,6821,4450,4450,4450,4450
2015-05-21,USGS,11455420,2015,6300,A,3280,measure,7204,6300,6300,6300,6300
2015-05-22,USGS,11455420,2015,6110,A,2810,measure,6145,6110,6110,6110,6110
2015-05-23,USGS,11455420,2015,5740,A,2320,measure,5041,5740,5740,5740,5740
2015-05-24,USGS,11455420,2015,4850,A,2130,measure,4613,4850,4850,4850,4850
2015-05-25,USGS,11455420,2015,4570,A,2130,measure,4613,4570,4570,4570,4570
2015-05-26,USGS,11455420,2015,5740,A,2660,measure,5807,5740,5740,5740,5740
2015-05-27,USGS,11455420,2015,5970,A,2930,measure,6415,5970,5970,5970,5970
2015-05-28,USGS,11455420,2015,4280,A,2670,measure,5830,4280,4280,4280,4280
2015-05-29,USGS,11455420,2015,2170,A,1960,measure,4230,2170,2170,2170,2170
2015-05-30,USGS,11455420,2015,1680,A,1540,measure,3284,1680,1680,1680,1680
2015-05-31,USGS,11455420,2015,2780,A,1570,measure,3352,2780,2780,2780,2780
