organization_identifier,organization_formal_name,activity_identifier,activity_type_code,activity_media_name,activity_media_subdivision_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,activity_end_date,activity_end_time_time,activity_end_time_time_zone_code,activity_depth_height_measure_measure_value,activity_depth_height_measure_measure_unit_code,activity_depth_altitude_reference_point_text,activity_top_depth_height_measure_measure_value,activity_top_depth_height_measure_measure_unit_code,activity_bottom_depth_height_measure_measure_value,activity_bottom_depth_height_measure_measure_unit_code,project_identifier,activity_conducting_organization_text,monitoring_location_identifier,activity_comment_text,sample_aquifer,hydrologic_condition,hydrologic_event,sample_collection_method_method_identifier,sample_collection_method_method_identifier_context,sample_collection_method_method_name,sample_collection_equipment_name,result_detection_condition_text,characteristic_name,result_sample_fraction_text,result_measure_value,result_measure_measure_unit_code,measure_qualifier_code,result_status_identifier,statistical_base_code,result_value_type_name,result_weight_basis_text,result_time_basis_text,result_temperature_basis_text,result_particle_size_basis_text,precision_value,result_comment_text,usgsp_code,result_depth_height_measure_measure_value,result_depth_height_measure_measure_unit_code,result_depth_altitude_reference_point_text,subject_taxonomic_name,sample_tissue_anatomy_name,result_analytical_method_method_identifier,result_analytical_method_method_identifier_context,result_analytical_method_method_name,method_description_text,laboratory_name,analysis_start_date,result_laboratory_comment_text,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code,preparation_start_date,provider_name,activity_start_date_time,activity_end_date_time
USGS-CA,USGS California Water Science Center,nwisca.01.01900088,Sample-Routine,Water,Surface Water,2018-10-02,07:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.223,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,The holding time for the processing of this sample has been exceeded,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2018-11-02,holding time exceededsee result comment,NA,NA,NA,NA,NWIS,2018-10-02T15:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900088,Sample-Routine,Water,Surface Water,2018-10-02,07:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.07,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2018-10-25,NA,NA,NA,NA,NA,NWIS,2018-10-02T15:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900088,Sample-Routine,Water,Surface Water,2018-10-02,07:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.5,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,The holding time for the processing of this sample has been exceeded,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2018-12-06,holding time exceededsee result comment,NA,NA,NA,NA,NWIS,2018-10-02T15:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900469,Sample-Routine,Water,Surface Water,2018-11-06,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2018-12-04,NA,NA,NA,NA,NA,NWIS,2018-11-06T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900469,Sample-Routine,Water,Surface Water,2018-11-06,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Nitrite,Dissolved,0.002,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2018-12-04,NA,NA,NA,NA,NA,NWIS,2018-11-06T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900469,Sample-Routine,Water,Surface Water,2018-11-06,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,NA,NA,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2018-12-03,NA,NA,NA,NA,NA,NWIS,2018-11-06T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900469,Sample-Routine,Water,Surface Water,2018-11-06,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455140,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.1,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2018-12-04,NA,NA,NA,NA,NA,NWIS,2018-11-06T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01607581,Sample-Routine,Water,Surface Water,2016-07-13,15:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455508,"L-2010134 Updated SID, User Code and Station Name from Confluence/BCA/Confluence per S. Gosselink. JPC 9/7/17",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrite,Dissolved,0.006,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2016-07-26,NA,NA,NA,NA,NA,NWIS,2016-07-13T23:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01607581,Sample-Routine,Water,Surface Water,2016-07-13,15:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455508,"L-2010134 Updated SID, User Code and Station Name from Confluence/BCA/Confluence per S. Gosselink. JPC 9/7/17",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.293,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2016-07-26,NA,NA,NA,NA,NA,NWIS,2016-07-13T23:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01607581,Sample-Routine,Water,Surface Water,2016-07-13,15:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455508,"L-2010134 Updated SID, User Code and Station Name from Confluence/BCA/Confluence per S. Gosselink. JPC 9/7/17",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Orthophosphate,Dissolved,0.073,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2016-07-26,NA,NA,NA,NA,NA,NWIS,2016-07-13T23:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01607581,Sample-Routine,Water,Surface Water,2016-07-13,15:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455508,"L-2010134 Updated SID, User Code and Station Name from Confluence/BCA/Confluence per S. Gosselink. JPC 9/7/17",NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.48,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2016-07-28,NA,NA,NA,NA,NA,NWIS,2016-07-13T23:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100113,Sample-Routine,Water,Surface Water,2020-10-20,14:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.45,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2020-11-18,NA,NA,NA,NA,NA,NWIS,2020-10-20T22:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02005768,Sample-Routine,Water,Surface Water,2020-08-17,17:44:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-381424121405601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Ammonia and ammonium,Dissolved,0.12,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2020-09-10,NA,NA,NA,NA,NA,NWIS,2020-08-18T01:44:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02005768,Sample-Routine,Water,Surface Water,2020-08-17,17:44:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-381424121405601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrite,Dissolved,0.017,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2020-09-10,NA,NA,NA,NA,NA,NWIS,2020-08-18T01:44:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02005768,Sample-Routine,Water,Surface Water,2020-08-17,17:44:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-381424121405601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.155,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2020-09-10,NA,NA,NA,NA,NA,NWIS,2020-08-18T01:44:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02005768,Sample-Routine,Water,Surface Water,2020-08-17,17:44:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-381424121405601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Orthophosphate,Dissolved,0.082,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2020-09-10,NA,NA,NA,NA,NA,NWIS,2020-08-18T01:44:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01801790,Sample-Routine,Water,Surface Water,2018-02-15,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455508,L-0580026 Frozen containers received warm at 27.9  Degrees C,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.06,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2018-03-02,NA,NA,NA,NA,NA,NWIS,2018-02-15T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01801790,Sample-Routine,Water,Surface Water,2018-02-15,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455508,L-0580026 Frozen containers received warm at 27.9  Degrees C,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.82,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2018-03-08,NA,NA,NA,NA,NA,NWIS,2018-02-15T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900804,Sample-Routine,Water,Surface Water,2018-12-06,08:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Ammonia and ammonium,Dissolved,0.02,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2018-12-12,NA,NA,NA,NA,NA,NWIS,2018-12-06T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900804,Sample-Routine,Water,Surface Water,2018-12-06,08:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Nitrite,Dissolved,0.005,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2018-12-12,NA,NA,NA,NA,NA,NWIS,2018-12-06T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900804,Sample-Routine,Water,Surface Water,2018-12-06,08:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.426,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2018-12-18,NA,NA,NA,NA,NA,NWIS,2018-12-06T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900804,Sample-Routine,Water,Surface Water,2018-12-06,08:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Orthophosphate,Dissolved,0.056,mg/l as P,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2018-12-12,NA,NA,NA,NA,NA,NWIS,2018-12-06T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900804,Sample-Routine,Water,Surface Water,2018-12-06,08:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11447650,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.72,mg/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2018-12-21,NA,NA,NA,NA,NA,NWIS,2018-12-06T16:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01602024,Sample-Routine,Water,Surface Water,2016-03-08,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455478,A-0760004 Volume filtered = 100 mL,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.32,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2016-03-25,NA,NA,NA,NA,NA,NWIS,2016-03-08T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805447,Sample-Routine,Water,Surface Water,2018-08-14,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2018-08-27,NA,NA,NA,NA,NA,NWIS,2018-08-14T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805447,Sample-Routine,Water,Surface Water,2018-08-14,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2018-08-27,NA,NA,NA,NA,NA,NWIS,2018-08-14T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805447,Sample-Routine,Water,Surface Water,2018-08-14,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2018-09-12,NA,NA,NA,NA,NA,NWIS,2018-08-14T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02004325,Sample-Routine,Water,Surface Water,2020-09-23,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455478,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Nitrite,Dissolved,0.013,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2020-10-13,NA,NA,NA,NA,NA,NWIS,2020-09-23T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02004325,Sample-Routine,Water,Surface Water,2020-09-23,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455478,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.254,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2020-10-06,NA,NA,NA,NA,NA,NWIS,2020-09-23T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805436,Quality Control Sample-Field Replicate,Water,Surface Water,2018-08-14,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2018-08-27,NA,NA,NA,NA,NA,NWIS,2018-08-14T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805436,Quality Control Sample-Field Replicate,Water,Surface Water,2018-08-14,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2018-08-27,NA,NA,NA,NA,NA,NWIS,2018-08-14T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805436,Quality Control Sample-Field Replicate,Water,Surface Water,2018-08-14,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED01,USGS,"NO3+NO2, wf, FCC,NaR, DA",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2018-09-12,NA,NA,NA,NA,NA,NWIS,2018-08-14T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805436,Quality Control Sample-Field Replicate,Water,Surface Water,2018-08-14,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Orthophosphate,Dissolved,0.193,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2018-08-27,NA,NA,NA,NA,NA,NWIS,2018-08-14T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01805436,Quality Control Sample-Field Replicate,Water,Surface Water,2018-08-14,09:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-382006121401601,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.36,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2018-09-05,NA,NA,NA,NA,NA,NWIS,2018-08-14T17:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01900738,Sample-Routine,Water,Surface Water,2018-10-16,15:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-2980196 Received 10/25/18,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Nitrite,Dissolved,0.03,mg/l as N,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,00613,NA,NA,NA,NA,NA,DZ001,USGS,"Nitrite, wf, DA, diazo",NA,"USGS-National Water Quality Lab, Denver, CO",2018-10-30,NA,NA,NA,NA,NA,NWIS,2018-10-16T23:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01605555,Sample-Routine,Water,Surface Water,2016-07-19,10:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr20591,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.33,mg/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,62854,NA,NA,NA,NA,NA,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2016-08-03,NA,NA,NA,NA,NA,NWIS,2016-07-19T18:10:00Z,NA
