organization_identifier,organization_formal_name,activity_identifier,activity_type_code,activity_media_name,activity_media_subdivision_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,activity_end_date,activity_end_time_time,activity_end_time_time_zone_code,activity_depth_height_measure_measure_value,activity_depth_height_measure_measure_unit_code,activity_depth_altitude_reference_point_text,activity_top_depth_height_measure_measure_value,activity_top_depth_height_measure_measure_unit_code,activity_bottom_depth_height_measure_measure_value,activity_bottom_depth_height_measure_measure_unit_code,project_identifier,activity_conducting_organization_text,monitoring_location_identifier,activity_comment_text,sample_aquifer,hydrologic_condition,hydrologic_event,sample_collection_method_method_identifier,sample_collection_method_method_identifier_context,sample_collection_method_method_name,sample_collection_equipment_name,result_detection_condition_text,characteristic_name,result_sample_fraction_text,result_measure_value,result_measure_measure_unit_code,measure_qualifier_code,result_status_identifier,statistical_base_code,result_value_type_name,result_weight_basis_text,result_time_basis_text,result_temperature_basis_text,result_particle_size_basis_text,precision_value,result_comment_text,usgsp_code,result_depth_height_measure_measure_value,result_depth_height_measure_measure_unit_code,result_depth_altitude_reference_point_text,subject_taxonomic_name,sample_tissue_anatomy_name,result_analytical_method_method_identifier,result_analytical_method_method_identifier_context,result_analytical_method_method_name,method_description_text,laboratory_name,analysis_start_date,result_laboratory_comment_text,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code,preparation_start_date,provider_name,activity_start_date_time,activity_end_date_time
USGS-CA,USGS California Water Science Center,nwisca.01.02000171,Sample-Routine,Water,Surface Water,2019-10-11,10:25:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,gr24242,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,1.49,ug/l,NA,Preliminary,mean,Actual,NA,NA,NA,NA,0.137,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2019-10-11T18:25:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01905511,Sample-Routine,Water,Surface Water,2019-06-13,12:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-07-02,NA,Lower Reporting Limit,0.1,ug/l,2019-07-02,NWIS,2019-06-13T20:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01903939,Sample-Routine,Water,Surface Water,2019-04-10,11:55:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,17.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-04-25,NA,Lower Reporting Limit,0.1,ug/l,2019-04-25,NWIS,2019-04-10T19:55:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904828,Sample-Routine,Water,Surface Water,2019-04-30,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,"""L-1560121 Sample Type missing in mandatory field, JR. Updated SID from 11415315 and added missing ST per K. O'Donnell. JPC 5/29/19""",NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-05-17,NA,Lower Reporting Limit,0.1,ug/l,2019-05-17,NWIS,2019-04-30T16:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02000180,Sample-Routine,Water,Surface Water,2019-10-17,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-11-07,NA,Lower Reporting Limit,0.1,ug/l,2019-11-07,NWIS,2019-10-17T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003420,Sample-Routine,Water,Surface Water,2020-07-23,15:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-23T23:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01904390,Sample-Routine,Water,Surface Water,2019-04-16,10:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-1210027 Updated MC/ST from WSQ/5 per K. O'Donnell. JPC5/16/19,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-05-10,NA,Lower Reporting Limit,0.1,ug/l,2019-05-10,NWIS,2019-04-16T18:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01902951,Sample-Routine,Water,Surface Water,2019-03-19,11:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,8.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-03-29,NA,Lower Reporting Limit,0.1,ug/l,2019-03-29,NWIS,2019-03-19T19:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01906282,Sample-Routine,Water,Surface Water,2019-08-06,09:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,L-2330074 RECEIVED AUG 20 2019.,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-08-30,NA,Lower Reporting Limit,0.1,ug/l,2019-08-30,NWIS,2019-08-06T17:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02000864,Sample-Routine,Water,Surface Water,2019-12-18,12:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-01-10,NA,Lower Reporting Limit,0.1,ug/l,2020-01-10,NWIS,2019-12-18T20:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01901362,Sample-Routine,Water,Surface Water,2019-02-05,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-02-21,NA,Lower Reporting Limit,0.1,ug/l,2019-02-21,NWIS,2019-02-05T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01905251,Sample-Routine,Water,Surface Water,2019-05-29,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-06-19,NA,Lower Reporting Limit,0.1,ug/l,2019-06-19,NWIS,2019-05-29T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01902950,Sample-Routine,Water,Surface Water,2019-03-19,11:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,12.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-03-29,NA,Lower Reporting Limit,0.1,ug/l,2019-03-29,NWIS,2019-03-19T19:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02000170,Sample-Routine,Water,Surface Water,2019-10-11,10:10:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24241,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,1.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2019-10-11T18:10:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02000793,Sample-Routine,Water,Surface Water,2019-12-11,12:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24354,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2019-12-11T20:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.01906851,Sample-Routine,Water,Surface Water,2019-09-17,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,The holding time for the processing of this sample has been exceeded,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2019-10-17,holding time exceededsee result comment,Lower Reporting Limit,0.1,ug/l,2019-10-17,NWIS,2019-09-17T20:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001420,Sample-Routine,Water,Surface Water,2020-01-15,11:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24408,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-15T19:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001772,Sample-Routine,Water,Surface Water,2020-01-28,23:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24427,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T07:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001467,Sample-Routine,Water,Surface Water,2020-01-15,11:25:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-02-05,NA,Lower Reporting Limit,0.1,ug/l,2020-02-05,NWIS,2020-01-15T19:25:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001390,Sample-Routine,Water,Surface Water,2020-01-07,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24381,NA,"Stable, normal stage",Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Van Dorn sampler,NA,Chlorophyll a,NA,1.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-07T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001774,Sample-Routine,Water,Surface Water,2020-01-29,02:55:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24429,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,4.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T10:55:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001777,Sample-Routine,Water,Surface Water,2020-01-29,10:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24436,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T18:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001773,Sample-Routine,Water,Surface Water,2020-01-29,01:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24428,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,4.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T09:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001769,Sample-Routine,Water,Surface Water,2020-01-28,22:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,2.1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-02-14,NA,Lower Reporting Limit,0.1,ug/l,2020-02-14,NWIS,2020-01-29T06:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001419,Sample-Routine,Water,Surface Water,2020-01-15,11:20:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,gr24407,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,1.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-15T19:20:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001770,Sample-Routine,Water,Surface Water,2020-01-29,01:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,4.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-02-14,NA,Lower Reporting Limit,0.1,ug/l,2020-02-14,NWIS,2020-01-29T09:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001900,Sample-Routine,Water,Surface Water,2020-02-18,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-02-28,NA,Lower Reporting Limit,0.1,ug/l,2020-02-28,NWIS,2020-02-18T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001776,Sample-Routine,Water,Surface Water,2020-01-29,07:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24435,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T15:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001775,Sample-Routine,Water,Surface Water,2020-01-29,04:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24430,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T12:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001771,Sample-Routine,Water,Surface Water,2020-01-28,22:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,gr24426,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-01-29T06:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001391,Sample-Routine,Water,Surface Water,2020-01-07,09:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-01-30,NA,Lower Reporting Limit,0.1,ug/l,2020-01-30,NWIS,2020-01-07T17:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001393,Sample-Routine,Water,Surface Water,2020-01-07,13:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.1,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-01-30,NA,Lower Reporting Limit,0.1,ug/l,2020-01-30,NWIS,2020-01-07T21:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02001902,Sample-Routine,Water,Surface Water,2020-02-18,11:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.7,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-02-28,NA,Lower Reporting Limit,0.1,ug/l,2020-02-28,NWIS,2020-02-18T19:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003057,Sample-Routine,Water,Surface Water,2020-06-16,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-06-16T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02002958,Sample-Routine,Water,Surface Water,2020-06-09,13:35:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,CHL06,USGS,"Plant pigments, mac, 5 um, fluor",NA,"USGS-National Water Quality Lab, Denver, CO",2020-06-29,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-06-09T21:35:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003053,Sample-Routine,Water,Surface Water,2020-06-16,14:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-07-08,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-06-16T22:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02002959,Sample-Routine,Water,Surface Water,2020-06-09,14:02:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,CHL06,USGS,"Plant pigments, mac, 5 um, fluor",NA,"USGS-National Water Quality Lab, Denver, CO",2020-06-29,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-06-09T22:02:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003070,Sample-Routine,Water,Surface Water,2020-06-24,15:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to prep phase of sample processing.,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-07-17,holding time exceededsee result comment,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-06-24T23:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003056,Sample-Routine,Water,Surface Water,2020-06-16,12:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-07-08,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-06-16T20:00:00Z,NA
